Departamento;fechaProduccion;Recurso_Natural;Cantidad_Produccion;
Cordoba;2016;GRAVAS DE RIO;710;
Cordoba;2017;NIQUEL;89519871;
Cordoba;2013;PLATINO;11;
Cordoba;2014;CALIZAS;42683;
Cordoba;2020;NIQUEL;79573145;
Cordoba;2023;NIQUEL;22416984;
Cordoba;2020;MARMOL (BLOQUE MENOR A 1 M3);749;
Cordoba;2022;ARENAS;6205;
Cordoba;2019;MARMOL (BLOQUE MENOR A 1 M3);2708;
Cordoba;2023;MARMOL (BLOQUE MENOR A 1 M3);548;
Cordoba;2014;GRAVA DE CANTERA;137624;
Cordoba;2020;ORO;3239744;
Cordoba;2022;NIQUEL;92187312;
Cordoba;2016;ARENA DE RIO;34;
Cordoba;2016;NIQUEL;81772590;
Cordoba;2018;CALIZAS;123735;
Cordoba;2014;ARENA DE RIO;30207;
Cordoba;2021;ARENAS;2365;
Cordoba;2018;ARCILLAS;0;
Cordoba;2013;ARENAS;330;
Cordoba;2021;GRAVAS;51382;
Cordoba;2018;MARMOL (BLOQUE MAYOR O IGUAL A 1 M3);1173;
Cordoba;2017;ARCILLAS MISCELANEAS;998;
Cordoba;2021;PLATA;138721;
Cordoba;2016;ARCILLAS CERAMICAS;8374;
Cordoba;2015;ARENA DE CANTERA;52704;
Cordoba;2015;CARBON;4063;
Cordoba;2015;ARENA DE RIO;33;
Cordoba;2021;PLATINO;74617;
Cordoba;2021;MARMOL (BLOQUE MENOR A 1 M3);731;
Cordoba;2014;PLATINO;203;
Cordoba;2022;MARMOL (BLOQUE MAYOR O IGUAL A 1 M3);360;
Cordoba;2022;ARCILLAS MISCELANEAS;20148;
Cordoba;2022;CARBON;1848375;
Cordoba;2016;MARMOL (BLOQUE MAYOR O IGUAL A 1 M3);314;
Cordoba;2023;PLATINO;1338;
Cordoba;2014;RECEBO;223008;
Cordoba;2018;ORO;906081;
Cordoba;2016;DIABASA;27141;
Cordoba;2013;ARENA DE RIO;8654;
Cordoba;2022;ARCILLAS CERAMICAS;81;
Cordoba;2020;ARENAS;19042;
Cordoba;2021;NIQUEL;84435970;
Cordoba;2015;GRAVAS;62303;
Cordoba;2013;CARBON;102259;
Cordoba;2023;ARCILLAS MISCELANEAS;322;
Cordoba;2020;MARMOL EN RAJON (RETAL DE MÁRMOL);10;
Cordoba;2021;HIERRO;8527;
Cordoba;2022;MARMOL (BLOQUE MENOR A 1 M3);421;
Cordoba;2018;ARCILLAS MISCELANEAS;52472;
Cordoba;2017;MARMOL (BLOQUE MAYOR O IGUAL A 1 M3);218;
Cordoba;2019;MARMOL (BLOQUE MAYOR O IGUAL A 1 M3);743;
Cordoba;2023;MARMOL (BLOQUE MAYOR O IGUAL A 1 M3);214;
Cordoba;2023;CALIZAS;5507;
Cordoba;2020;RECEBO;213551;
Cordoba;2014;GRAVAS;12318;
Cordoba;2021;ARCILLAS MISCELANEAS;3756;
Cordoba;2019;CARBONATO DE CALCIO;4;
Cordoba;2014;NIQUEL;90877272;
Cordoba;2020;CARBON;1408391;
Cordoba;2019;NIQUEL;89444342;
Cordoba;2019;ARCILLAS MISCELANEAS;52056;
Cordoba;2016;ORO;489924;
Cordoba;2019;ORO;2254181;
Cordoba;2017;DIABASA;134147;
Cordoba;2016;RECEBO;746949;
Cordoba;2019;ARENAS;4884;
Cordoba;2021;RECEBO;431217;
Cordoba;2015;DIABASA;21982;
Cordoba;2020;MARMOL (BLOQUE MAYOR O IGUAL A 1 M3);435;
Cordoba;2019;GRAVAS;106785;
Cordoba;2014;MARMOL (BLOQUE MAYOR O IGUAL A 1 M3);4535;
Cordoba;2016;ARENAS;38193;
Cordoba;2016;ARENA DE CANTERA;580;
Cordoba;2022;DIABASA;565793;
Cordoba;2014;ARENA DE CANTERA;2945;
Cordoba;2012;CARBONATO DE CALCIO;70;
Cordoba;2014;MARMOL;2658;
Cordoba;2023;RECEBO;163568;
Cordoba;2019;DIABASA;138598;
Cordoba;2014;CARBON;255128;
Cordoba;2022;MARMOL EN RAJON (RETAL DE MÁRMOL);743;
Cordoba;2013;ORO;520388;
Cordoba;2020;HIERRO;58593;
Cordoba;2014;ARENAS;3174;
Cordoba;2012;ARENAS;105;
Cordoba;2013;CALIZAS;41486;
Cordoba;2014;CARBONATO DE CALCIO;157;
Cordoba;2022;HIERRO;27233;
Cordoba;2023;DIABASA;157656;
Cordoba;2015;GRAVAS DE RIO;28;
Cordoba;2015;GRAVA DE CANTERA;16671;
Cordoba;2014;PLATA;11436;
Cordoba;2015;RECEBO;809004;
Cordoba;2018;ARENAS;25047;
Cordoba;2021;DIABASA;409105;
Cordoba;2017;MARMOL EN RAJON (RETAL DE MÁRMOL);2372;
Cordoba;2017;PLATA;27125;
Cordoba;2023;CARBON;973528;
Cordoba;2019;RECEBO;541004;
Cordoba;2013;MARMOL;2662;
Cordoba;2020;CALIZAS;26824;
Cordoba;2021;CARBONATO DE CALCIO;9;
Cordoba;2013;PLATA;61486;
Cordoba;2013;MARMOL (BLOQUE MAYOR O IGUAL A 1 M3);4604;
Cordoba;2016;ARCILLAS MISCELANEAS;18885;
Cordoba;2022;RECEBO;35786;
Cordoba;2012;MARMOL (BLOQUE MAYOR O IGUAL A 1 M3);16;
Cordoba;2016;GRAVA DE CANTERA;720;
Cordoba;2021;CARBON;1540718;
Cordoba;2013;NIQUEL;108731702;
Cordoba;2012;PLATA;17044;
Cordoba;2012;CARBON;266231;
Cordoba;2013;ARCILLAS MISCELANEAS;52997;
Cordoba;2013;GRAVA DE CANTERA;73523;
Cordoba;2020;PLATINO;170204;
Cordoba;2015;NIQUEL;80844589;
Cundinamarca;2016;GRAVAS DE RIO;3015;
Cundinamarca;2012;SAL;303627;
Cundinamarca;2023;ARENAS SILICEAS;166293;
Cundinamarca;2012;GRAVA DE CANTERA;737951;
Cundinamarca;2023;GRAVAS;842325;
Cundinamarca;2020;ARCILLAS MISCELANEAS;1494587;
Cundinamarca;2013;ARCILLAS;1399;
Cundinamarca;2013;ARCILLAS MISCELANEAS;866691;
Cundinamarca;2019;ARCILLAS FERRUGINOSAS;90;
Cundinamarca;2016;GRAVAS;1956438;
Cundinamarca;2012;ARENA DE RIO;3879;
Cundinamarca;2014;GRAVAS DE RIO;2567719;
Cundinamarca;2017;SAL;344649;
Cundinamarca;2014;ARENAS SILICEAS;142163;
Cundinamarca;2019;HIERRO;306027;
Cundinamarca;2012;ARENA DE CANTERA;160172;
Cundinamarca;2021;ARCILLAS CAOLINITICA;22891;
Cundinamarca;2012;RECEBO;1530591;
Cundinamarca;2021;CARBON;1788001;
Cundinamarca;2015;ARCILLAS CAOLINITICA;4498;
Cundinamarca;2014;ARCILLAS MISCELANEAS;359403;
Cundinamarca;2021;HIERRO;212442;
Cundinamarca;2017;ESMERALDAS TALLADAS;9524;
Cundinamarca;2012;CALIZAS;10622;
Cundinamarca;2013;ARENAS SILICEAS;210385;
Cundinamarca;2012;CARBON;2313890;
Cundinamarca;2016;CALIZAS;340697;
Cundinamarca;2020;ARENAS SILICEAS;176787;
Cundinamarca;2016;ARCILLAS MISCELANEAS;1064301;
Cundinamarca;2017;ARCILLAS CERAMICAS;564314;
Cundinamarca;2021;CALIZAS;92485;
Cundinamarca;2018;ARENAS SILICEAS;366167;
Cundinamarca;2023;ARENAS;263937;
Cundinamarca;2013;ARENAS;100226;
Cundinamarca;2021;ESMERALDAS EN BRUTO;416;
Cundinamarca;2019;ESMERALDAS TALLADAS;2324;
Cundinamarca;2021;ARENAS SILICEAS;109921;
Cundinamarca;2018;ARCILLAS;940;
Cundinamarca;2022;GRAVAS;1062233;
Cundinamarca;2018;ARCILLAS CERAMICAS;710038;
Cundinamarca;2018;PIEDRA ARENISCA-PIEDRA BOGOTANA;6296;
Cundinamarca;2019;ARENAS;1080866;
Cundinamarca;2020;ESMERALDAS TALLADAS;125;
Cundinamarca;2012;ARENAS SILICEAS;185097;
Cundinamarca;2022;RECEBO;1893870;
Cundinamarca;2013;ARENA DE RIO;1752824;
Cundinamarca;2019;ARCILLAS;0;
Cundinamarca;2020;ARENAS;823824;
Cundinamarca;2014;HIERRO;435985;
Cundinamarca;2015;CARBON;2620589;
Cundinamarca;2019;PIEDRA ARENISCA-PIEDRA BOGOTANA;13133;
Cundinamarca;2020;SAL;389129;
Cundinamarca;2017;ARENAS;964133;
Cundinamarca;2017;GRAVAS;1606022;
Cundinamarca;2016;ARCILLAS CERAMICAS;573053;
Cundinamarca;2022;ARCILLAS CERAMICAS;675118;
Cundinamarca;2023;ESMERALDAS;0;
Cundinamarca;2019;CALIZAS;189145;
Cundinamarca;2019;ARCILLAS CERAMICAS;607674;
Cundinamarca;2012;ARCILLAS MISCELANEAS;222214;
Cundinamarca;2023;ARCILLAS CERAMICAS;36609;
Cundinamarca;2016;YESO;70;
Cundinamarca;2014;RECEBO;2758868;
Cundinamarca;2017;CALIZAS;207895;
Cundinamarca;2014;ARCILLAS;607803;
Cundinamarca;2013;ARCILLAS FERRUGINOSAS;17047;
Cundinamarca;2017;CARBON;2622465;
Cundinamarca;2015;SAL;331548;
Cundinamarca;2015;RECEBO;3265128;
Cundinamarca;2013;HIERRO;373925;
Cundinamarca;2014;CARBONATO DE CALCIO;174;
Cundinamarca;2021;GRAVAS;1515767;
Cundinamarca;2017;RECEBO;1762206;
Cundinamarca;2023;ARCILLAS MISCELANEAS;114335;
Cundinamarca;2015;ARENA DE CANTERA;564991;
Cundinamarca;2020;GRAVAS;1230016;
Cundinamarca;2012;GRAVAS;20362;
Cundinamarca;2012;ARCILLAS CAOLINITICA;483;
Cundinamarca;2018;HIERRO;330301;
Cundinamarca;2012;ARCILLAS CERAMICAS;26537;
Cundinamarca;2021;SAL;370319;
Cundinamarca;2020;CALIZAS;151283;
Cundinamarca;2021;PLOMO;0;
Cundinamarca;2015;PIEDRA ARENISCA-PIEDRA BOGOTANA;549;
Cundinamarca;2019;YESO;72;
Cundinamarca;2023;ESMERALDAS TALLADAS;1534;
Cundinamarca;2016;GRAVAs DE RIO;211232;
Cundinamarca;2015;COBRE;268;
Cundinamarca;2015;CARBONATO DE CALCIO;225;
Cundinamarca;2013;YESO;0;
Cundinamarca;2013;PIEDRA ARENISCA-PIEDRA BOGOTANA;7917;
Cundinamarca;2018;GRAVAS;2089807;
Cundinamarca;2013;ARCILLAS CERAMICAS;596286;
Cundinamarca;2018;SAL;371597;
Cundinamarca;2018;YESO;18;
Cundinamarca;2013;GRAVAS;41258;
Cundinamarca;2016;RECEBO;2873184;
Cundinamarca;2020;CARBONATO DE CALCIO;0;
Cundinamarca;2017;YESO;36;
Cundinamarca;2018;ESMERALDAS EN BRUTO;35;
Cundinamarca;2013;RECEBO;2931076;
Cundinamarca;2015;CALIZAS;325213;
Cundinamarca;2020;CARBON;1956317;
Cundinamarca;2021;CARBONATO DE CALCIO;0;
Cundinamarca;2016;ARENA DE CANTERA;120588;
Cundinamarca;2020;YESO;15;
Cundinamarca;2019;RECEBO;3027992;
Cundinamarca;2013;GRAVA DE CANTERA;1271161;
Cundinamarca;2014;ARENA DE RIO;235593;
Cundinamarca;2019;ESMERALDAS SEMIPRECIOSA;51;
Cundinamarca;2012;HIERRO;588882;
Cundinamarca;2013;ARENA DE CANTERA;481321;
Cundinamarca;2015;GRAVAS DE RIO;61175;
Cundinamarca;2015;ARCILLAS CERAMICAS;686051;
Cundinamarca;2022;ARENAS;673868;
Cundinamarca;2012;ARCILLAS;2851;
Cundinamarca;2020;ARCILLAS CERAMICAS;168465;
Cundinamarca;2016;HIERRO;469655;
Cundinamarca;2017;ESMERALDAS EN BRUTO;5283;
Cundinamarca;2022;ESMERALDAS EN BRUTO;683;
Cundinamarca;2019;GRAVAS;1952678;
Cundinamarca;2013;SAL;337351;
Cundinamarca;2015;GRAVA DE CANTERA;2362570;
Cundinamarca;2014;GRAVAS;49451;
Cundinamarca;2016;GRAVA DE CANTERA;219065;
Cundinamarca;2023;RECEBO;1009758;
Cundinamarca;2021;RECEBO;1789110;
Cundinamarca;2018;ARCILLAS MISCELANEAS;1049884;
Cundinamarca;2018;RECEBO;3395944;
Cundinamarca;2015;HIERRO;581355;
Cundinamarca;2014;GRAVA DE CANTERA;1588698;
Cundinamarca;2012;GRAVAS DE RIO;229814;
Cundinamarca;2013;ARCILLAS CAOLINITICA;33778;
Cundinamarca;2016;SAL;351428;
Cundinamarca;2020;RECEBO;1792949;
Cundinamarca;2016;ARENAS;660119;
Cundinamarca;2017;ARCILLAS MISCELANEAS;55425;
Cundinamarca;2023;CARBON;834791;
Cundinamarca;2020;HIERRO;315398;
Cundinamarca;2018;ARENAS;92787;
Cundinamarca;2016;ARCILLAS FERRUGINOSAS;595;
Cundinamarca;2021;ESMERALDAS TALLADAS;4436;
Cundinamarca;2023;SAL;185094;
Cundinamarca;2014;ARCILLAS CERAMICAS;543649;
Cundinamarca;2014;ARCILLAS FERRUGINOSAS;430;
Cundinamarca;2018;ESMERALDAS TALLADAS;7688;
Cundinamarca;2015;YESO;84;
Cundinamarca;2023;HIERRO;137202;
Cundinamarca;2021;DIABASA;853;
Cundinamarca;2016;ESMERALDAS EN BRUTO;678;
Cundinamarca;2015;ARENAS SILICEAS;194841;
Cundinamarca;2022;PLOMO;0;
Cundinamarca;2016;ARCILLAS CAOLINITICA;3458;
Cundinamarca;2017;PIEDRA ARENISCA-PIEDRA BOGOTANA;6684;
Cundinamarca;2014;ARENA DE CANTERA;514421;
Cundinamarca;2015;ARENA DE RIO;206746;
Cundinamarca;2023;ESMERALDAS SEMIPRECIOSA;0;
Cundinamarca;2015;ARCILLAS;209001;
Cundinamarca;2016;ARCILLAS;198606;
Cundinamarca;2019;GRAFITO;135;
Cundinamarca;2015;ARCILLAS MISCELANEAS;930;
Cundinamarca;2020;ESMERALDAS EN BRUTO;37;
Cundinamarca;2013;CARBON;2548756;
Cundinamarca;2022;CARBON;2425789;
Cundinamarca;2019;ARCILLAS MISCELANEAS;1354071;
Cundinamarca;2016;CARBON;2675613;
Cundinamarca;2018;CALIZAS;138236;
Cundinamarca;2019;ARENAS SILICEAS;299578;
Cundinamarca;2015;ARENAS;35898;
Cundinamarca;2021;ARENAS;919682;
Cundinamarca;2021;ARCILLAS CERAMICAS;530421;
Cundinamarca;2015;ESMERALDAS EN BRUTO;28779;
Cundinamarca;2022;ESMERALDAS TALLADAS;2655;
Cundinamarca;2014;CALIZAS;279121;
Cundinamarca;2013;GRAVAS DE RIO;2398089;
Cundinamarca;2016;ARENAS SILICEAS;236191;
Cundinamarca;2022;ARENAS SILICEAS;230842;
Cundinamarca;2015;GRAVAS;45326;
Cundinamarca;2012;YESO;28;
Cundinamarca;2017;ARCILLAS;526948;
Cundinamarca;2014;CARBON;2904492;
Cundinamarca;2015;GRAVAs DE RIO;7706;
Cundinamarca;2012;ARENAS;4513;
Cundinamarca;2016;ARENA DE RIO;7514;
Cundinamarca;2019;SAL;376309;
Cundinamarca;2022;HIERRO;305375;
Cundinamarca;2018;CARBON;2594760;
Cundinamarca;2022;SAL;37908;
Cundinamarca;2022;CARBONATO DE CALCIO;0;
Cundinamarca;2022;ARCILLAS MISCELANEAS;640434;
Cundinamarca;2021;ARCILLAS MISCELANEAS;718083;
Cundinamarca;2014;SAL;491104;
Cundinamarca;2013;CALIZAS;266235;
Cundinamarca;2017;HIERRO;473224;
Cundinamarca;2012;ARCILLAS FERRUGINOSAS;110749;
Cundinamarca;2014;YESO;101;
Cundinamarca;2014;ARENAS;5149;
Cundinamarca;2020;ARCILLAS FERRUGINOSAS;270;
Cundinamarca;2017;ARENAS SILICEAS;314607;
Cundinamarca;2019;CARBON;2420286;
Guainia;2016;GRAVAS;147;
Guainia;2012;ORO;148698;
Guainia;2014;ESTANO;5018;
Guainia;2016;PLATA;473;
Guainia;2016;ORO;441476;
Guainia;2015;PLATA;2806;
Guainia;2018;ORO;42003;
Guainia;2012;ARENAS NEGRAS;1106;
Guainia;2013;PLATA;1728;
Guainia;2021;ORO;105103;
Guainia;2021;PLATA;15382;
Guainia;2014;ARENA DE RIO;10035;
Guainia;2015;ARENAS;0;
Guainia;2023;ORO;28316;
Guainia;2019;PLATA;19756;
Guainia;2014;PLATA;641;
Guainia;2019;ORO;135319;
Guainia;2023;ARCILLAS MISCELANEAS;5319;
Guainia;2018;PLATA;5375;
Guainia;2023;PLATA;3573;
Guainia;2014;GRAVAS DE RIO;7785;
Guainia;2015;PLATINO;94434;
Guainia;2020;ORO;64253;
Guainia;2014;RECEBO;7;
Guainia;2013;ORO;165986;
Guainia;2013;GRAVAS DE RIO;2475;
Guainia;2016;ARENAS;630;
Guainia;2014;ARENAS NEGRAS;91431;
Guainia;2014;ORO;1118944;
Guainia;2022;ORO;51136;
Guainia;2013;PLATINO;298;
Guainia;2013;ARENA DE RIO;500;
Guainia;2020;PLATA;11596;
Guainia;2014;GRAVAS;0;
Guainia;2022;ARCILLAS MISCELANEAS;297;
Guainia;2013;GRAVAS;835;
Guainia;2015;ORO;692415;
Guainia;2022;PLATA;6199;
Guainia;2016;PLATINO;3229;
Guainia;2014;PLATINO;3788;
Guaviare;2017;RECEBO;8093;
Guaviare;2014;ARENAS;0;
Guaviare;2017;ARENAS;945;
Guaviare;2019;GRAVAS;7456;
Guaviare;2022;RECEBO;168;
Guaviare;2023;ARENAS;2254;
Guaviare;2017;GRAVAS;5697;
Guaviare;2012;ARENAS NEGRAS;2591;
Guaviare;2016;GRAVAS DE RIO;107;
Guaviare;2013;GRAVAS;0;
Guaviare;2015;GRAVA DE CANTERA;10275;
Guaviare;2020;RECEBO;8669;
Guaviare;2016;GRAVAS;171;
Guaviare;2021;GRAVAS;2022;
Guaviare;2015;GRAVAS DE RIO;500;
Guaviare;2012;GRAVAS;0;
Guaviare;2021;ARENAS;717;
Guaviare;2013;ARENAS NEGRAS;1668;
Guaviare;2013;GRAVAS DE RIO;16835;
Guaviare;2016;RECEBO;10;
Guaviare;2015;GRAVAS;12;
Guaviare;2018;ARENAS;1678;
Guaviare;2019;ARENAS;2093;
Guaviare;2014;GRAVAS;0;
Guaviare;2015;ORO;207;
Guaviare;2022;ARENAS;565;
Guaviare;2021;RECEBO;359;
Guaviare;2019;RECEBO;31811;
Guaviare;2020;GRAVAS;2207;
Guaviare;2014;VOLFRAMIO;13639;
Guaviare;2012;VOLFRAMIO;9093;
Guaviare;2018;GRAVAS;4355;
Guaviare;2015;VOLFRAMIO;5847;
Guaviare;2020;ARENAS;1664;
Guaviare;2022;GRAVAS;962;
Guaviare;2023;GRAVAS;3839;
Guaviare;2014;GRAVAS DE RIO;114;
Guaviare;2018;RECEBO;13612;
Huila;2021;MARMOL EN RAJON (RETAL DE MÁRMOL);2746;
Huila;2018;MARMOL EN RAJÓN (RETAL DE MÁRMOL);807;
Huila;2014;GRAVAS;572501;
Huila;2023;CALIZAS;1526;
Huila;2017;RECEBO;105019;
Huila;2019;MARMOL EN RAJÓN (RETAL DE MÁRMOL);441;
Huila;2022;RECEBO;89782;
Huila;2013;CALIZAS;12433;
Huila;2017;PLATA;25818;
Huila;2013;ARCILLAS CERAMICAS;150;
Huila;2013;ROCA FOSFORICA;19066;
Huila;2021;ARENAS;244339;
Huila;2016;ARCILLAS;14944;
Huila;2016;MARMOL (BLOQUE MAYOR O IGUAL A 1 M3);0;
Huila;2020;MARMOL EN RAJÓN (RETAL DE MÁRMOL);1988;
Huila;2012;ARCILLAS;0;
Huila;2021;ARCILLAS CAOLINITICA;809;
Huila;2013;RECEBO;81223;
Huila;2020;PLATA;47652;
Huila;2018;DOLOMITA;14886;
Huila;2014;RECEBO;132306;
Huila;2022;CALIZAS;7617;
Huila;2019;CALIZAS;29544;
Huila;2022;ARENAS;176809;
Huila;2017;GRAVAS;30412;
Huila;2012;PLATA;620292;
Huila;2015;ORO;65764;
Huila;2020;CALIZAS;19211;
Huila;2018;ROCA FOSFORICA;156;
Huila;2020;ARCILLAS CAOLINITICA;1605;
Huila;2023;GRAVAS;55893;
Huila;2014;CALIZAS;12409;
Huila;2019;ARCILLAS MISCELANEAS;57534;
Huila;2014;GRAVA DE CANTERA;661156;
Huila;2021;PLATA;39392;
Huila;2012;GRAVAS DE RIO;38043;
Huila;2019;ARCILLAS CAOLINITICA;25715;
Huila;2013;ARCILLAS;0;
Huila;2023;ORO;113795;
Huila;2013;PLATA;181391;
Huila;2014;GRAVAS DE RIO;1833864;
Huila;2014;ARCILLAS;18765;
Huila;2012;DOLOMITA;14275;
Huila;2015;ARCILLAS MISCELANEAS;315;
Huila;2020;RECEBO;174655;
Huila;2021;DOLOMITA;13447;
Huila;2020;MARMOL EN RAJON (RETAL DE MÁRMOL);27417;
Huila;2019;MARMOL EN RAJON (RETAL DE MÁRMOL);32946;
Huila;2015;MARMOL (BLOQUE MAYOR O IGUAL A 1 M3);95;
Huila;2012;ARCILLAS CERAMICAS;231;
Huila;2013;ARCILLAS MISCELANEAS;56366;
Huila;2013;ARENA DE RIO;232016;
Huila;2015;ARCILLAS FERRUGINOSAS;577;
Huila;2014;ARCILLAS MISCELANEAS;280143;
Huila;2016;ARENA DE RIO;5964;
Huila;2016;ARCILLAS MISCELANEAS;1453;
Huila;2016;MARMOL EN RAJÓN (RETAL DE MÁRMOL);0;
Huila;2016;RECEBO;42318;
Huila;2020;ROCA FOSFORICA;19669;
Huila;2020;DOLOMITA;18137;
Huila;2012;GRAVAS;141049;
Huila;2013;ARENAS;2866;
Huila;2012;ORO;292041;
Huila;2017;ARCILLAS CERAMICAS;2303;
Huila;2021;ARCILLAS MISCELANEAS;44831;
Huila;2016;MARMOL;3902;
Huila;2014;ARENA DE CANTERA;838678;
Huila;2014;ORO;107401;
Huila;2015;ARCILLAS;265;
Huila;2019;DOLOMITA;23186;
Huila;2016;ARENAS SILICEAS;1557;
Huila;2016;DOLOMITA;28959;
Huila;2019;ARCILLAS;0;
Huila;2013;GRAVA DE CANTERA;37216;
Huila;2022;ARCILLAS MISCELANEAS;39502;
Huila;2016;ARENAS;62841;
Huila;2016;CALIZAS;14697;
Huila;2019;GRAVAS;41999;
Huila;2012;MARMOL EN RAJÓN (RETAL DE MÁRMOL);420;
Huila;2023;DOLOMITA;7128;
Huila;2021;GRAVAS;208807;
Huila;2018;MARMOL EN RAJON (RETAL DE MÁRMOL);29158;
Huila;2022;GRAVAS;167913;
Huila;2017;ROCA FOSFORICA;19276;
Huila;2020;ARENAS;171336;
Huila;2023;MARMOL (BLOQUE MENOR A 1 M3);2793;
Huila;2012;RECEBO;15963;
Huila;2021;ARCILLAS CERAMICAS;5945;
Huila;2012;CALIZAS;4876;
Huila;2015;ARENA DE RIO;132576;
Huila;2014;DOLOMITA;17962;
Huila;2016;ORO;9555;
Huila;2022;MARMOL EN RAJÓN (RETAL DE MÁRMOL);5102;
Huila;2012;ARENA DE RIO;31155;
Huila;2015;ARENAS;1936588;
Huila;2018;PLATA;33317;
Huila;2015;GRAVA DE CANTERA;16583;
Huila;2015;GRAVAs DE RIO;46734;
Huila;2017;CALIZAS;9256;
Huila;2016;GRAVAS DE RIO;11296;
Huila;2012;ARCILLAS MISCELANEAS;11455;
Huila;2016;MARMOL (BLOQUE MENOR A 1 M3);0;
Huila;2014;MARMOL;59998;
Huila;2022;MARMOL EN RAJON (RETAL DE MÁRMOL);42352;
